id,victim_id,filed_at,amount_lost,narrative_text,bank_name,status
272,272,2026-08-26T13:52:07,444001.2,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 444001 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB04448.,Punjab National Bank,open
273,273,2026-08-15T00:31:09,321952.64,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 321952 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB07216.,Axis Bank,open
274,274,2026-08-14T11:17:41,176397.07,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 176397. I later found the beneficiary IFSC was PUNB02330 and the number is no longer reachable.,Punjab National Bank,open
275,275,2026-08-09T13:38:41,216245.79,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 216245 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC05129.,HDFC Bank,open
276,276,2026-07-02T17:10:03,23951.73,My Axis Bank debit card details were compromised after a phishing SMS. Rs 23951 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB03166.,Axis Bank,open
277,277,2026-06-10T16:40:22,167952.93,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 167952 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN01525.,State Bank of India,open
278,278,2026-06-13T01:34:26,457744.55,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 457744 was debited from my account without my consent. The transaction reference mentions IFSC PUNB09718.,Punjab National Bank,open
279,279,2026-06-03T19:01:46,355777.39,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 355777 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC01336.,HDFC Bank,open
280,280,2026-07-16T08:45:10,57040.61,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 57040 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC09763.,ICICI Bank,open
281,281,2026-08-02T06:14:10,386736.57,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 386736 was debited from my account without my consent. The transaction reference mentions IFSC BARB07996.,Bank of Baroda,open
282,282,2026-08-03T20:17:35,17642.6,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 17642 was debited from my account without my consent. The transaction reference mentions IFSC HDFC02653.,HDFC Bank,open
283,283,2026-07-01T14:19:38,187231.5,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 187231 was debited from my account without my consent. The transaction reference mentions IFSC BARB02706.,Bank of Baroda,open
284,284,2026-07-11T01:36:53,110061.76,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 110061 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB03696.,Punjab National Bank,open
285,285,2026-06-25T18:46:29,158122.66,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 158122 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB01053.,Bank of Baroda,open
286,286,2026-08-26T14:14:46,276013.54,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 276013. I later found the beneficiary IFSC was BARB07609 and the number is no longer reachable.,Bank of Baroda,open
287,287,2026-07-17T14:29:22,236710.85,My State Bank of India debit card details were compromised after a phishing SMS. Rs 236710 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN00053.,State Bank of India,open
288,288,2026-07-25T01:04:31,343932.56,My Axis Bank debit card details were compromised after a phishing SMS. Rs 343932 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB01520.,Axis Bank,open
289,289,2026-06-05T23:24:06,339761.36,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 339761. I later found the beneficiary IFSC was UTIB09974 and the number is no longer reachable.,Axis Bank,open
290,290,2026-08-17T05:10:08,394517.8,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 394517. I later found the beneficiary IFSC was SBIN05717 and the number is no longer reachable.,State Bank of India,open
291,291,2026-07-03T16:08:10,18270.55,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 18270 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB08985.,Bank of Baroda,open
292,292,2026-08-22T19:21:13,169281.72,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 169281 was debited from my account without my consent. The transaction reference mentions IFSC UTIB07847.,Axis Bank,open
293,293,2026-07-03T06:18:59,150131.06,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 150131 was debited from my account without my consent. The transaction reference mentions IFSC BARB09346.,Bank of Baroda,open
294,294,2026-07-30T13:04:02,129899.98,My State Bank of India debit card details were compromised after a phishing SMS. Rs 129899 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN02447.,State Bank of India,open
295,295,2026-06-23T15:26:08,180051.51,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 180051. I later found the beneficiary IFSC was ICIC06998 and the number is no longer reachable.,ICICI Bank,open
296,296,2026-06-29T10:41:33,67754.13,My Axis Bank debit card details were compromised after a phishing SMS. Rs 67754 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB08347.,Axis Bank,open
297,297,2026-06-22T04:43:54,35143.34,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 35143. I later found the beneficiary IFSC was HDFC05546 and the number is no longer reachable.,HDFC Bank,open
298,298,2026-06-28T07:00:24,259875.14,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 259875 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB03945.,Axis Bank,open
299,299,2026-06-14T23:02:00,274429.37,My ICICI Bank debit card details were compromised after a phishing SMS. Rs 274429 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: ICIC07027.,ICICI Bank,open
300,300,2026-06-14T11:58:52,283756.78,My State Bank of India debit card details were compromised after a phishing SMS. Rs 283756 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN08821.,State Bank of India,open
301,301,2026-06-30T03:28:58,475780.35,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 475780. I later found the beneficiary IFSC was SBIN01218 and the number is no longer reachable.,State Bank of India,open
302,302,2026-08-17T19:59:47,154789.27,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 154789 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC01120.,ICICI Bank,open
303,303,2026-06-20T04:48:41,62923.52,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 62923 was debited from my account without my consent. The transaction reference mentions IFSC UTIB04171.,Axis Bank,open
304,304,2026-08-26T22:50:10,262023.12,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 262023 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC08110.,HDFC Bank,open
305,305,2026-06-06T20:03:52,19492.7,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 19492 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB04488.,Punjab National Bank,open
306,306,2026-08-16T19:23:34,16843.49,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 16843. I later found the beneficiary IFSC was SBIN03647 and the number is no longer reachable.,State Bank of India,open
307,307,2026-06-13T04:11:36,133773.31,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 133773 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB01146.,Punjab National Bank,open
308,308,2026-08-18T13:40:20,18514.77,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 18514 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB03869.,Axis Bank,open
309,309,2026-06-08T20:53:10,98543.07,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 98543. I later found the beneficiary IFSC was ICIC01429 and the number is no longer reachable.,ICICI Bank,open
310,310,2026-07-15T18:06:29,292079.36,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 292079 was debited from my account without my consent. The transaction reference mentions IFSC SBIN01707.,State Bank of India,open
311,311,2026-08-09T05:16:29,182804.02,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 182804 was debited from my account without my consent. The transaction reference mentions IFSC BARB08708.,Bank of Baroda,open
312,312,2026-06-21T16:03:34,480011.57,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 480011 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB05325.,Bank of Baroda,open
313,313,2026-07-10T21:55:30,157182.24,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 157182 was debited from my account without my consent. The transaction reference mentions IFSC PUNB08866.,Punjab National Bank,open
314,314,2026-07-10T10:33:54,161747.73,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 161747. I later found the beneficiary IFSC was HDFC05220 and the number is no longer reachable.,HDFC Bank,open
315,315,2026-07-05T12:38:06,77585.72,My Axis Bank debit card details were compromised after a phishing SMS. Rs 77585 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB09332.,Axis Bank,open
316,316,2026-06-16T06:00:40,329215.11,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 329215 was debited from my account without my consent. The transaction reference mentions IFSC PUNB04737.,Punjab National Bank,open
317,317,2026-06-05T10:24:56,164988.37,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 164988 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB03150.,Axis Bank,open
318,318,2026-06-10T19:17:37,436062.09,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 436062 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB04396.,Bank of Baroda,open
319,319,2026-08-13T02:30:07,426825.36,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 426825 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB09166.,Punjab National Bank,open
320,320,2026-06-11T12:48:21,244750.21,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 244750. I later found the beneficiary IFSC was PUNB04733 and the number is no longer reachable.,Punjab National Bank,open
321,321,2026-06-26T16:54:04,408567.66,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 408567. I later found the beneficiary IFSC was HDFC03548 and the number is no longer reachable.,HDFC Bank,open
322,322,2026-06-22T22:05:20,241085.01,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 241085 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB08190.,Punjab National Bank,open
323,323,2026-06-13T12:02:16,495801.49,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 495801. I later found the beneficiary IFSC was BARB00551 and the number is no longer reachable.,Bank of Baroda,open
324,324,2026-07-30T14:45:16,214169.4,My State Bank of India debit card details were compromised after a phishing SMS. Rs 214169 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN07588.,State Bank of India,open
325,325,2026-07-25T18:50:36,218652.72,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 218652 was debited from my account without my consent. The transaction reference mentions IFSC HDFC06231.,HDFC Bank,open
326,326,2026-06-02T22:20:32,261839.05,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 261839. I later found the beneficiary IFSC was PUNB00609 and the number is no longer reachable.,Punjab National Bank,open
327,327,2026-07-31T20:07:47,182747.92,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 182747 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB01746.,Bank of Baroda,open
328,328,2026-07-19T05:51:07,326981.12,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 326981 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC05600.,ICICI Bank,open
329,329,2026-07-31T05:46:03,480536.57,My State Bank of India debit card details were compromised after a phishing SMS. Rs 480536 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN08343.,State Bank of India,open
330,330,2026-06-17T15:30:46,486844.92,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 486844 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB05442.,Axis Bank,open
331,331,2026-07-10T02:21:50,239043.48,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 239043 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC01526.,ICICI Bank,open
332,332,2026-07-29T09:37:35,398869.83,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 398869. I later found the beneficiary IFSC was HDFC04997 and the number is no longer reachable.,HDFC Bank,open
333,333,2026-06-14T17:21:48,248066.88,My Axis Bank debit card details were compromised after a phishing SMS. Rs 248066 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB04777.,Axis Bank,open
334,334,2026-07-18T04:05:06,280020.51,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 280020. I later found the beneficiary IFSC was SBIN08531 and the number is no longer reachable.,State Bank of India,open
335,335,2026-07-01T23:41:20,281760.03,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 281760 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB01363.,Punjab National Bank,open
336,336,2026-06-22T20:27:30,388342.73,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 388342 was debited from my account without my consent. The transaction reference mentions IFSC PUNB04423.,Punjab National Bank,open
337,337,2026-07-08T19:08:56,229823.74,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 229823. I later found the beneficiary IFSC was HDFC05971 and the number is no longer reachable.,HDFC Bank,open
338,338,2026-08-14T09:42:15,36104.08,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 36104 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC06765.,HDFC Bank,open
339,339,2026-07-19T23:31:58,88978.27,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 88978. I later found the beneficiary IFSC was SBIN03833 and the number is no longer reachable.,State Bank of India,open
340,340,2026-08-19T12:50:27,494770.44,My Axis Bank debit card details were compromised after a phishing SMS. Rs 494770 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB00332.,Axis Bank,open
341,341,2026-07-01T12:38:54,488492.84,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 488492 was debited from my account without my consent. The transaction reference mentions IFSC ICIC05260.,ICICI Bank,open
342,342,2026-07-30T14:21:53,324080.87,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 324080. I later found the beneficiary IFSC was UTIB00707 and the number is no longer reachable.,Axis Bank,open
343,343,2026-06-21T05:28:23,63253.62,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 63253 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC00320.,ICICI Bank,open
344,344,2026-08-23T02:23:48,482341.77,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 482341. I later found the beneficiary IFSC was PUNB00042 and the number is no longer reachable.,Punjab National Bank,open
345,345,2026-07-28T19:03:14,406617.53,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 406617. I later found the beneficiary IFSC was SBIN02557 and the number is no longer reachable.,State Bank of India,open
346,346,2026-08-26T02:10:33,357933.65,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 357933 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB05588.,Bank of Baroda,open
347,347,2026-07-19T00:06:21,300086.88,My State Bank of India debit card details were compromised after a phishing SMS. Rs 300086 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN06239.,State Bank of India,open
348,348,2026-08-18T04:24:48,36063.08,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 36063. I later found the beneficiary IFSC was ICIC06216 and the number is no longer reachable.,ICICI Bank,open
349,349,2026-07-25T06:55:35,163924.7,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 163924. I later found the beneficiary IFSC was PUNB00105 and the number is no longer reachable.,Punjab National Bank,open
350,350,2026-07-23T20:20:03,282455.56,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 282455 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC00834.,ICICI Bank,open
351,351,2026-07-21T09:09:48,50997.56,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 50997. I later found the beneficiary IFSC was PUNB03155 and the number is no longer reachable.,Punjab National Bank,open
352,352,2026-08-04T19:10:35,387194.93,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 387194 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB07485.,Punjab National Bank,open
353,353,2026-07-29T09:57:22,135663.99,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 135663 was debited from my account without my consent. The transaction reference mentions IFSC UTIB05203.,Axis Bank,open
354,354,2026-07-11T06:13:49,356557.67,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 356557 was debited from my account without my consent. The transaction reference mentions IFSC UTIB00522.,Axis Bank,open
355,355,2026-06-05T10:06:15,159495.07,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 159495. I later found the beneficiary IFSC was ICIC03714 and the number is no longer reachable.,ICICI Bank,open
356,356,2026-06-03T09:02:19,212167.37,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 212167. I later found the beneficiary IFSC was SBIN06870 and the number is no longer reachable.,State Bank of India,open
357,357,2026-06-09T00:01:48,436082.04,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 436082. I later found the beneficiary IFSC was ICIC01902 and the number is no longer reachable.,ICICI Bank,open
358,358,2026-07-16T04:36:20,351775.83,My ICICI Bank debit card details were compromised after a phishing SMS. Rs 351775 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: ICIC00125.,ICICI Bank,open
359,359,2026-06-06T14:30:26,344387.47,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 344387. I later found the beneficiary IFSC was ICIC00654 and the number is no longer reachable.,ICICI Bank,open
360,360,2026-08-14T04:47:58,68691.85,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 68691 was debited from my account without my consent. The transaction reference mentions IFSC BARB09490.,Bank of Baroda,open
361,361,2026-07-26T04:10:30,171246.52,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 171246 was debited from my account without my consent. The transaction reference mentions IFSC ICIC03563.,ICICI Bank,open
362,362,2026-07-20T13:56:30,227390.93,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 227390 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN05201.,State Bank of India,open
363,363,2026-06-04T20:48:53,163863.68,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 163863. I later found the beneficiary IFSC was UTIB07811 and the number is no longer reachable.,Axis Bank,open
364,364,2026-07-07T06:22:06,419066.4,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 419066. I later found the beneficiary IFSC was HDFC03811 and the number is no longer reachable.,HDFC Bank,open
365,365,2026-08-26T15:23:22,414257.9,My Axis Bank debit card details were compromised after a phishing SMS. Rs 414257 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB04935.,Axis Bank,open
366,366,2026-07-03T00:46:30,359736.59,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 359736 was debited from my account without my consent. The transaction reference mentions IFSC HDFC02135.,HDFC Bank,open
367,367,2026-06-06T04:04:26,223540.96,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 223540 was debited from my account without my consent. The transaction reference mentions IFSC PUNB09564.,Punjab National Bank,open
368,368,2026-07-26T04:01:23,34474.52,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 34474 was debited from my account without my consent. The transaction reference mentions IFSC SBIN03856.,State Bank of India,open
369,369,2026-07-10T10:45:58,185173.62,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 185173 was debited from my account without my consent. The transaction reference mentions IFSC BARB05321.,Bank of Baroda,open
370,370,2026-08-21T05:18:21,45428.19,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 45428 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB09876.,Bank of Baroda,open
371,371,2026-07-04T14:29:34,141872.11,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 141872 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC08182.,HDFC Bank,open
372,372,2026-08-06T06:27:13,291405.85,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 291405. I later found the beneficiary IFSC was PUNB09499 and the number is no longer reachable.,Punjab National Bank,open
373,373,2026-07-03T20:52:50,54906.7,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 54906. I later found the beneficiary IFSC was ICIC01363 and the number is no longer reachable.,ICICI Bank,open
374,374,2026-07-14T00:33:06,36248.48,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 36248. I later found the beneficiary IFSC was BARB09637 and the number is no longer reachable.,Bank of Baroda,open
375,375,2026-07-24T03:09:41,476158.34,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 476158 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB03214.,Punjab National Bank,open
376,376,2026-06-07T11:11:54,10933.53,My ICICI Bank debit card details were compromised after a phishing SMS. Rs 10933 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: ICIC07217.,ICICI Bank,open
377,377,2026-07-30T16:24:39,230953.41,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 230953 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB04188.,Bank of Baroda,open
378,378,2026-07-27T20:39:31,95436.63,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 95436. I later found the beneficiary IFSC was PUNB02055 and the number is no longer reachable.,Punjab National Bank,open
379,379,2026-08-15T23:21:07,379267.86,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 379267 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB06718.,Punjab National Bank,open
380,380,2026-08-07T11:54:05,146206.46,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 146206. I later found the beneficiary IFSC was SBIN03817 and the number is no longer reachable.,State Bank of India,open
381,381,2026-08-29T13:10:38,181850.19,My ICICI Bank debit card details were compromised after a phishing SMS. Rs 181850 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: ICIC07405.,ICICI Bank,open
382,382,2026-08-26T04:31:51,68654.42,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 68654. I later found the beneficiary IFSC was BARB04261 and the number is no longer reachable.,Bank of Baroda,open
383,383,2026-07-30T22:27:52,118844.99,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 118844 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB05442.,Axis Bank,open
384,384,2026-07-01T18:03:16,275436.67,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 275436 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB05453.,Axis Bank,open
385,385,2026-06-07T16:08:12,326296.98,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 326296. I later found the beneficiary IFSC was ICIC07812 and the number is no longer reachable.,ICICI Bank,open
386,386,2026-06-06T11:41:39,142691.65,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 142691. I later found the beneficiary IFSC was BARB09528 and the number is no longer reachable.,Bank of Baroda,open
387,387,2026-06-03T20:42:06,73286.94,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 73286 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB01052.,Axis Bank,open
388,388,2026-06-07T20:17:43,447393.12,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 447393. I later found the beneficiary IFSC was PUNB05239 and the number is no longer reachable.,Punjab National Bank,open
389,389,2026-08-25T01:40:45,6497.49,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 6497. I later found the beneficiary IFSC was SBIN09145 and the number is no longer reachable.,State Bank of India,open
390,390,2026-08-07T20:16:05,477443.01,My Axis Bank debit card details were compromised after a phishing SMS. Rs 477443 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB09858.,Axis Bank,open
391,391,2026-06-28T16:01:32,289620.55,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 289620 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB05692.,Punjab National Bank,open
392,392,2026-07-08T16:42:38,120893.6,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 120893 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC05329.,HDFC Bank,open
393,393,2026-07-02T14:34:07,446409.9,My ICICI Bank debit card details were compromised after a phishing SMS. Rs 446409 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: ICIC06182.,ICICI Bank,open
394,394,2026-08-11T21:39:38,113307.37,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 113307. I later found the beneficiary IFSC was ICIC01766 and the number is no longer reachable.,ICICI Bank,open
395,395,2026-06-14T06:48:58,9168.22,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 9168 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC00618.,HDFC Bank,open
396,396,2026-06-07T09:53:56,101020.42,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 101020 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC01514.,HDFC Bank,open
397,397,2026-08-10T15:37:47,443186.73,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 443186. I later found the beneficiary IFSC was PUNB07629 and the number is no longer reachable.,Punjab National Bank,open
398,398,2026-06-21T08:05:25,272313.11,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 272313. I later found the beneficiary IFSC was UTIB06633 and the number is no longer reachable.,Axis Bank,open
399,399,2026-06-16T16:45:10,442652.01,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 442652. I later found the beneficiary IFSC was SBIN03109 and the number is no longer reachable.,State Bank of India,open
400,400,2026-07-02T09:48:15,280921.06,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 280921 was debited from my account without my consent. The transaction reference mentions IFSC BARB03433.,Bank of Baroda,open
401,401,2026-07-05T20:48:37,301729.91,An unknown person posing as a State Bank of India official convinced me to make a 'verification transfer' of Rs 301729. I later found the beneficiary IFSC was SBIN04364 and the number is no longer reachable.,State Bank of India,open
402,402,2026-08-30T07:19:35,441838.32,My Axis Bank debit card details were compromised after a phishing SMS. Rs 441838 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB05465.,Axis Bank,open
403,403,2026-07-02T13:30:59,250064.77,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 250064 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC07522.,HDFC Bank,open
404,404,2026-06-08T17:19:32,145946.39,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 145946 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB02950.,Punjab National Bank,open
405,405,2026-07-20T08:18:24,82135.38,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 82135. I later found the beneficiary IFSC was ICIC09256 and the number is no longer reachable.,ICICI Bank,open
406,406,2026-08-24T23:27:13,439511.86,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 439511 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB04494.,Punjab National Bank,open
